seqnames	start	end	strand	region	assembly
chr7	142981551	142982050	+	TMEM139	hg19
chr7	142984944	142985443	+	CASP2	hg19
chr7	143012704	143013203	+	CLCN1	hg19
chr7	143059807	143060306	-	FAM131B	hg19
chr7	143077938	143078437	+	ZYX	hg19
chr7	143105950	143106449	-	EPHA1	hg19
chr7	143140046	143140545	+	TAS2R60	hg19
chr7	143174466	143174965	+	TAS2R41	hg19
chr7	143268394	143268893	+	CTAGE15	hg19
chr7	143317567	143318066	+	TCAF2	hg19
chr7	143454790	143455289	-	CTAGE6	hg19
chr7	143599270	143599769	-	TCAF1	hg19
chr7	143631826	143632325	+	OR2F2	hg19
chr7	143651437	143651936	+	OR2F1	hg19
chr7	143696913	143697412	+	OR6B1	hg19
chr7	143745541	143746040	+	OR2A5	hg19
chr7	143766404	143766903	+	OR2A25	hg19
chr7	143782871	143783370	+	OR2A12	hg19
chr7	143806176	143806675	+	OR2A2	hg19
chr7	143819769	143820268	+	OR2A14	hg19
chr7	143880059	143880558	+	CTAGE4	hg19
chr7	143892927	143893426	-	ARHGEF35	hg19
chr7	143936699	143937198	-	OR2A42	hg19
chr7	143961886	143962385	-	OR2A7	hg19
chr7	143966382	143966881	-	CTAGE8	hg19
chr7	144009012	144009511	+	OR2A1	hg19
chr7	144051995	144052494	+	ARHGEF5	hg19
chr7	144107321	144107820	-	NOBOX	hg19
chr7	144533147	144533646	-	TPK1	hg19
chr7	145813393	145813892	+	CNTNAP2	hg19
chr7	148287358	148287857	+	C7orf33	hg19
chr7	148395495	148395994	+	CUL1	hg19
chr7	148581384	148581883	-	EZH2	hg19
chr7	148725598	148726097	-	PDIA4	hg19
chr7	148787811	148788310	-	ZNF786	hg19
chr7	148823417	148823916	-	ZNF425	hg19
chr7	148844045	148844544	+	ZNF398	hg19
chr7	148892138	148892637	+	ZNF282	hg19
chr7	148936242	148936741	+	ZNF212	hg19
chr7	148958787	148959286	+	ZNF783	hg19
chr7	149158154	149158653	-	ZNF777	hg19
chr7	149194901	149195400	-	ZNF746	hg19
chr7	149411542	149412041	+	KRBA1	hg19
chr7	149470678	149471177	-	ZNF467	hg19
chr7	149534964	149535463	+	ZNF862	hg19
chr7	149570558	149571057	+	ATP6V0E2	hg19
chr7	150020635	150021134	-	ACTR3C	hg19
chr7	150019944	150020443	+	LRRC61	hg19
chr7	150038719	150039218	-	RARRES2	hg19
chr7	150065411	150065910	+	REPIN1	hg19
chr7	150075919	150076418	+	ZNF775	hg19
chr7	150102264	150102763	+	LOC728743	hg19
chr7	150147218	150147717	+	GIMAP8	hg19
chr7	150211460	150211959	+	GIMAP7	hg19
chr7	150263978	150264477	+	GIMAP4	hg19
chr7	150329474	150329973	-	GIMAP6	hg19
chr7	150382294	150382793	+	GIMAP2	hg19
chr7	150413201	150413700	+	GIMAP1	hg19
chr7	150434006	150434505	+	GIMAP5	hg19
chr7	150497453	150497952	-	TMEM176B	hg19
chr7	150497357	150497856	+	TMEM176A	hg19
chr7	150549105	150549604	+	AOC1	hg19
chr7	150675410	150675909	-	KCNH2	hg19
chr7	150687605	150688104	+	NOS3	hg19
chr7	150721582	150722081	-	ATG9B	hg19
chr7	150725037	150725536	+	ABCB8	hg19
chr7	150745118	150745617	+	ASIC3	hg19
chr7	150754985	150755484	-	CDK5	hg19
chr7	150756176	150756675	+	SLC4A2	hg19
chr7	150777897	150778396	-	FASTK	hg19
chr7	150780581	150781080	-	TMUB1	hg19
chr7	150783062	150783561	+	AGAP3	hg19
chr7	150864782	150865281	-	GBX1	hg19
chr7	150884338	150884837	-	ASB10	hg19
chr7	150902583	150903082	-	IQCA1L	hg19
chr7	150907575	150908074	-	H2BK1	hg19
chr7	150924292	150924791	-	ABCF2	hg19
chr7	150929069	150929568	+	CHPF2	hg19
chr7	150945781	150946280	-	SMARCD3	hg19
chr7	151038398	151038897	+	NUB1	hg19
chr7	151107125	151107624	-	WDR86	hg19
chr7	151137228	151137727	-	CRYGN	hg19
chr7	151216982	151217481	-	RHEB	hg19
chr7	151574201	151574700	-	PRKAG2	hg19
chr7	151653031	151653530	+	GALNTL5	hg19
chr7	151722259	151722758	+	GALNT11	hg19
chr7	152133089	152133588	-	KMT2C	hg19
chr7	152373227	152373726	-	XRCC2	hg19
chr7	152456337	152456836	+	ACTR3B	hg19
chr7	153748983	153749482	+	DPP6	hg19
chr7	154794835	154795334	-	PAXIP1	hg19
chr7	154861534	154862033	+	HTR5A	hg19
chr7	155089088	155089587	+	INSIG1	hg19
chr7	155250324	155250823	+	EN2	hg19
chr7	155339255	155339754	-	CNPY1	hg19
chr7	155436855	155437354	+	RBM33	hg19
chr7	155605158	155605657	-	SHH	hg19
chr7	156432968	156433467	+	RNF32	hg19
chr7	156685878	156686377	-	LMBR1	hg19
chr7	156741906	156742405	+	NOM1	hg19
chr7	156803358	156803857	-	MNX1	hg19
chr7	156931120	156931619	+	UBE3C	hg19
chr7	157129198	157129697	+	DNAJB6	hg19
chr7	158380516	158381015	-	PTPRN2	hg19
chr7	158497496	158497995	-	NCAPG2	hg19
chr7	158622201	158622700	-	ESYT2	hg19
chr7	158648749	158649248	+	DYNC2I1	hg19
chr7	158937560	158938059	-	VIPR2	hg19
chr8	117025	117524	-	OR4F21	hg19
chr8	181956	182455	+	ZNF596	hg19
chr8	356458	356957	+	FBXO25	hg19
chr8	494835	495334	-	TDRP	hg19
chr8	681225	681724	-	ERICH1	hg19
chr8	687128	687627	+	DLGAP2	hg19
chr8	1711455	1711954	+	CLN8	hg19
chr8	1771592	1772091	+	ARHGEF10	hg19
chr8	1921343	1921842	+	KBTBD11	hg19
chr8	1992661	1993160	+	MYOM2	hg19
chr8	4852437	4852936	-	CSMD1	hg19
chr8	6263648	6264147	+	MCPH1	hg19
chr8	6420767	6421266	-	ANGPT2	hg19
chr8	6565663	6566162	+	AGPAT5	hg19
chr8	6693047	6693546	-	XKR5	hg19
chr8	6735459	6735958	-	DEFB1	hg19
chr8	6783599	6784098	-	DEFA6	hg19
chr8	6795829	6796328	-	DEFA4	hg19
chr8	6837615	6838114	-	DEFA1	hg19
chr8	6856721	6857220	-	DEFA1B	hg19
chr8	6875820	6876319	-	DEFA3	hg19
chr8	6914262	6914761	-	DEFA5	hg19
chr8	7169744	7170243	+	DEFB109B	hg19
chr8	7189409	7189908	+	USP17L1	hg19
chr8	7194137	7194636	+	USP17L4	hg19
chr8	7243081	7243580	-	ZNF705G	hg19
chr8	7274386	7274885	-	DEFB4B	hg19
chr8	7287871	7288370	-	DEFB103B	hg19
chr8	7321065	7321564	-	SPAG11B	hg19
chr8	7332605	7333104	-	DEFB104B	hg19
chr8	7343923	7344422	-	DEFB106B	hg19
chr8	7344701	7345200	+	DEFB105B	hg19
chr8	7352933	7353432	+	DEFB107B	hg19
chr8	7396649	7397148	+	PRR23D1	hg19
chr8	7417235	7417734	-	FAM90A7	hg19
chr8	7432529	7433028	-	FAM90A22	hg19
chr8	7440176	7440675	-	FAM90A23	hg19
chr8	7572465	7572964	+	FAM90A14	hg19
chr8	7580113	7580612	+	FAM90A18	hg19
chr8	7587761	7588260	+	FAM90A16	hg19
chr8	7595409	7595908	+	FAM90A8	hg19
chr8	7603056	7603555	+	FAM90A17	hg19
chr8	7610704	7611203	+	FAM90A19	hg19
chr8	7618352	7618851	+	FAM90A9	hg19
chr8	7625999	7626498	+	FAM90A10	hg19
chr8	7638936	7639435	-	PRR23D2	hg19
chr8	7673239	7673738	-	DEFB107A	hg19
chr8	7681403	7681902	-	DEFB105A	hg19
chr8	7682161	7682660	+	DEFB106A	hg19
chr8	7693458	7693957	+	DEFB104A	hg19
chr8	7705030	7705529	+	SPAG11A	hg19
chr8	7738414	7738913	+	DEFB103A	hg19
chr8	7751699	7752198	+	DEFB4A	hg19
chr8	7783359	7783858	+	ZNF705B	hg19
chr8	7830776	7831275	-	USP17L8	hg19
chr8	7835508	7836007	-	USP17L3	hg19
chr8	8243950	8244449	-	PRAG1	hg19
chr8	8558947	8559446	+	CLDN23	hg19
chr8	8751141	8751640	-	MFHAS1	hg19
chr8	8859907	8860406	+	ERI1	hg19
chr8	9008169	9008668	-	PPP1R3B	hg19
chr8	9412922	9413421	+	TNKS	hg19
chr8	9911302	9911801	+	MSRA	hg19
chr8	10382542	10383041	+	PRSS55	hg19
chr8	10512654	10513153	-	RP1L1	hg19
chr8	10529638	10530137	+	C8orf74	hg19
chr8	10588022	10588521	-	SOX7	hg19
chr8	10697386	10697885	-	PINX1	hg19
chr8	11059343	11059842	-	XKR6	hg19
chr8	11141825	11142324	+	MTMR9	hg19
chr8	11188021	11188520	+	SLC35G5	hg19
chr8	11324263	11324762	-	FAM167A	hg19
chr8	11351396	11351895	+	BLK	hg19
chr8	11561211	11561710	+	GATA4	hg19
chr8	11626719	11627218	+	NEIL2	hg19
chr8	11659750	11660249	+	FDFT1	hg19
chr8	11725597	11726096	-	CTSB	hg19
chr8	11832109	11832608	-	DEFB136	hg19
chr8	11839265	11839764	+	DEFB135	hg19
chr8	11858262	11858761	-	DEFB134	hg19
chr8	11929257	11929756	-	DEFB130B	hg19
chr8	11946347	11946846	+	ZNF705D	hg19
chr8	11991609	11992108	-	USP17L7	hg19
chr8	11996359	11996858	-	USP17L2	hg19
chr8	12051592	12052091	-	FAM86B1	hg19
chr8	12175826	12176325	-	DEFB130A	hg19
chr8	12293910	12294409	-	FAM86B2	hg19
chr8	12613036	12613535	-	LONRF1	hg19
chr8	12802682	12803181	+	TRMT9B	hg19
chr8	13372361	13372860	-	DLC1	hg19
chr8	13423878	13424377	+	C8orf48	hg19
chr8	15095941	15096440	-	SGCZ	hg19
chr8	15397272	15397771	+	TUSC3	hg19
chr8	16050161	16050660	-	MSR1	hg19
chr8	16859855	16860354	-	FGF20	hg19
chr8	16884247	16884746	+	MICU3	hg19
chr8	17013491	17013990	+	ZDHHC2	hg19
chr8	17104367	17104866	-	CNOT7	hg19
chr8	17103967	17104466	+	VPS37A	hg19
chr8	17270861	17271360	-	MTMR7	hg19
chr8	17354097	17354596	+	SLC7A2	hg19
chr8	17434225	17434724	+	PDGFRL	hg19
chr8	17658604	17659103	-	MTUS1	hg19
chr8	17753034	17753533	-	FGL1	hg19
chr8	17779997	17780496	+	PCM1	hg19
chr8	17941617	17942116	-	ASAH1	hg19
chr8	18067118	18067617	+	NAT1	hg19
chr8	18248292	18248791	+	NAT2	hg19
chr8	18871214	18871713	-	PSD3	hg19
chr8	19170704	19171203	+	SH2D4A	hg19
chr8	19614789	19615288	-	CSGALNACT1	hg19
chr8	19674427	19674926	+	INTS10	hg19
chr8	19796264	19796763	+	LPL	hg19
chr8	20040648	20041147	-	SLC18A1	hg19
chr8	20054392	20054891	+	ATP6V1B2	hg19
chr8	20161475	20161974	-	LZTS1	hg19
chr8	21646388	21646887	-	GFRA2	hg19
chr8	21771202	21771701	-	DOK2	hg19
chr8	21776673	21777172	+	XPO7	hg19
chr8	21881145	21881644	+	NPM2	hg19
chr8	21899831	21900330	+	FGF17	hg19
chr8	21913825	21914324	+	DMTN	hg19
chr8	21946161	21946660	+	FHIP2B	hg19
chr8	21966933	21967432	-	NUDT18	hg19
chr8	21988524	21989023	-	HR	hg19
chr8	21988524	21989023	-	HRURF	hg19
chr8	21999421	21999920	-	REEP4	hg19
chr8	22014320	22014819	-	LGI3	hg19
chr8	22018811	22019310	+	SFTPC	hg19
chr8	22022385	22022884	+	BMP1	hg19
chr8	22089613	22090112	-	PHYHIP	hg19
chr8	22102146	22102645	+	POLR3D	hg19
chr8	22132329	22132828	+	PIWIL2	hg19
chr8	22224291	22224790	+	SLC39A14	hg19
chr8	22298091	22298590	+	PPP3CC	hg19
chr8	22408940	22409439	+	SORBS3	hg19
chr8	22437488	22437987	+	PDLIM2	hg19
chr8	22456612	22457111	+	C8orf58	hg19
chr8	22461770	22462269	+	CCAR2	hg19
chr8	22526635	22527134	-	BIN3	hg19
chr8	22550994	22551493	-	EGR3	hg19
chr8	22785428	22785927	-	PEBP4	hg19
chr8	22856561	22857060	+	RHOBTB2	hg19
chr8	22926545	22927044	-	TNFRSF10B	hg19
chr8	22959934	22960433	+	TNFRSF10C	hg19
chr8	23021541	23022040	-	TNFRSF10D	hg19
chr8	23082616	23083115	-	TNFRSF10A	hg19
chr8	23100650	23101149	+	CHMP7	hg19
chr8	23145121	23145620	+	R3HCC1	hg19
chr8	23261634	23262133	-	LOXL2	hg19
chr8	23315161	23315660	-	ENTPD4	hg19
chr8	23385969	23386468	+	SLC25A37	hg19
chr8	23540452	23540951	-	NKX3-1	hg19
chr8	23564270	23564769	-	NKX2-6	hg19
chr8	23712320	23712819	-	STC1	hg19
chr8	24151082	24151581	+	ADAM28	hg19
chr8	24241298	24241797	+	ADAMDEC1	hg19
chr8	24298039	24298538	+	ADAM7	hg19
chr8	24770774	24771273	+	NEFM	hg19
chr8	24814127	24814626	-	NEFL	hg19
chr8	25041704	25042203	+	DOCK5	hg19
chr8	25281778	25282277	-	GNRH1	hg19
chr8	25315950	25316449	-	KCTD9	hg19
chr8	25316249	25316748	+	CDCA2	hg19
chr8	25902930	25903429	-	EBF2	hg19
chr8	26148524	26149023	+	PPP2R2A	hg19
chr8	26240070	26240569	+	BNIP3L	hg19
chr8	26371389	26371888	-	PNMA2	hg19
chr8	26371047	26371546	+	DPYSL2	hg19
chr8	26724796	26725295	-	ADRA1A	hg19
chr8	27115922	27116421	-	STMN4	hg19
chr8	27168790	27169289	-	TRIM35	hg19
chr8	27182569	27183068	+	PTK2B	hg19
chr8	27336779	27337278	-	CHRNA2	hg19
chr8	27348160	27348659	+	EPHX2	hg19
chr8	27472218	27472717	-	CLU	hg19
chr8	27490919	27491418	+	SCARA3	hg19
chr8	27630158	27630657	-	CCDC25	hg19
chr8	27631571	27632070	+	ESCO2	hg19
chr8	27695335	27695834	-	PBK	hg19
chr8	27850191	27850690	-	SCARA5	hg19
chr8	27941454	27941953	-	NUGGC	hg19
chr8	27950156	27950655	+	ELP3	hg19
chr8	28174285	28174784	+	PNOC	hg19
chr8	28243978	28244477	-	ZNF395	hg19
chr8	28347747	28348246	-	FBXO16	hg19
chr8	28351229	28351728	+	FZD3	hg19
chr8	28558518	28559017	+	EXTL3	hg19
chr8	28747487	28747986	-	INTS9	hg19
chr8	28747412	28747911	+	HMBOX1	hg19
chr8	29120588	29121087	-	KIF13B	hg19
chr8	29208202	29208701	-	DUSP4	hg19
chr8	29940581	29941080	-	SARAF	hg19
chr8	29952424	29952923	+	LEPROTL1	hg19
chr8	30002182	30002681	-	MBOAT4	hg19
chr8	30013385	30013884	+	DCTN6	hg19
chr8	30241557	30242056	+	RBPMS	hg19
chr8	30515754	30516253	-	GTF2E2	hg19
chr8	30495597	30496096	+	SMIM18	hg19
chr8	30585364	30585863	-	GSR	hg19
chr8	30601181	30601680	+	UBXN8	hg19
chr8	30670335	30670834	-	PPP2CB	hg19
chr8	30770525	30771024	-	TEX15	hg19
chr8	30890873	30891372	-	PURG	hg19
chr8	30890826	30891325	+	WRN	hg19
chr8	32405329	32405828	+	NRG1	hg19
chr8	33330665	33331164	-	FUT10	hg19
chr8	33342200	33342699	+	MAK16	hg19
chr8	33370654	33371153	-	TTI2	hg19
chr8	33424647	33425146	-	RNF122	hg19
chr8	33457542	33458041	-	DUSP26	hg19
chr8	35092493	35092992	+	UNC5D	hg19
chr8	36641392	36641891	+	KCNU1	hg19
chr8	37552800	37553299	+	ZNF703	hg19
chr8	37593652	37594151	+	ERLIN2	hg19
chr8	37619663	37620162	+	PLPBP	hg19
chr8	37653901	37654400	+	ADGRA2	hg19
chr8	37707380	37707879	-	BRF2	hg19
chr8	37757016	37757515	-	RAB11FIP1	hg19
chr8	37797643	37798142	-	GOT1L1	hg19
chr8	37824118	37824617	-	ADRB3	hg19
chr8	37887552	37888051	+	EIF4EBP1	hg19
chr8	37962547	37963046	+	ASH2L	hg19
chr8	38008471	38008970	-	STAR	hg19
chr8	38034012	38034511	-	LSM1	hg19
chr8	38033873	38034372	+	BAG4	hg19
chr8	38088603	38089102	+	DDHD2	hg19
chr8	38126743	38127242	-	PLPP5	hg19
chr8	38239790	38240289	-	NSD3	hg19
chr8	38243494	38243993	+	LETM2	hg19
chr8	38326154	38326653	-	FGFR1	hg19
chr8	38644254	38644753	+	TACC1	hg19
chr8	38758364	38758863	+	PLEKHA2	hg19
chr8	38831247	38831746	+	HTRA4	hg19
chr8	38854029	38854528	-	TM2D2	hg19
chr8	38853992	38854491	+	ADAM9	hg19
chr8	38964753	38965252	+	ADAM32	hg19
chr8	39441587	39442086	+	ADAM18	hg19
chr8	39695747	39696246	-	ADAM2	hg19
chr8	39770910	39771409	+	IDO1	hg19
chr8	39791670	39792169	+	IDO2	hg19
chr8	40010501	40011000	+	TCIM	hg19
chr8	40755346	40755845	-	ZMAT4	hg19
chr8	41166993	41167492	-	SFRP1	hg19
chr8	41347601	41348100	+	GOLGA7	hg19
chr8	41386280	41386779	+	GINS4	hg19
chr8	41435219	41435718	+	GPAT4	hg19
chr8	41508337	41508836	-	NKX6-3	hg19
chr8	41655141	41655640	-	ANK1	hg19
chr8	41909506	41910005	-	KAT6A	hg19
chr8	42010081	42010580	+	AP3M2	hg19
chr8	42065084	42065583	-	PLAT	hg19
chr8	42128320	42128819	+	IKBKB	hg19
chr8	42195512	42196011	+	POLB	hg19
chr8	42234748	42235247	-	DKK4	hg19
chr8	42248898	42249397	+	VDAC3	hg19
chr8	42358750	42359249	-	SLC20A2	hg19
chr8	42396228	42396727	+	SMIM19	hg19
chr8	42552009	42552508	+	CHRNB3	hg19
chr8	42623930	42624429	-	CHRNA6	hg19
chr8	42698469	42698968	-	THAP1	hg19
chr8	42751749	42752248	-	RNF170	hg19
chr8	42751621	42752120	+	HOOK3	hg19
chr8	42910966	42911465	+	FNTA	hg19
chr8	42948158	42948657	+	POMK	hg19
chr8	42995107	42995606	+	HGSNAT	hg19
chr8	43147085	43147584	+	POTEA	hg19
chr8	48173030	48173529	+	SPIDR	hg19
chr8	48650727	48651226	-	CEBPD	hg19
chr8	48872697	48873196	-	PRKDC	hg19
chr8	48873001	48873500	+	MCM4	hg19
chr8	48920491	48920990	+	UBE2V2	hg19
chr8	49647828	49648327	-	CLXN	hg19
chr8	49833989	49834488	-	SNAI2	hg19
chr8	49984403	49984902	+	PPDPFL	hg19
chr8	50823467	50823966	+	SNTG1	hg19
chr8	52722006	52722505	-	PXDNL	hg19
chr8	52811597	52812096	-	PCMTD1	hg19
chr8	53322317	53322816	-	ST18	hg19
chr8	53477991	53478490	-	ALKAL1	hg19
chr8	53626996	53627495	-	RB1CC1	hg19
chr8	53851242	53851741	+	NPBWR1	hg19
chr8	54164198	54164697	-	OPRK1	hg19
chr8	54755806	54756305	-	ATP6V1H	hg19
chr8	54763855	54764354	+	RGS20	hg19
chr8	54935009	54935508	-	TCEA1	hg19
chr8	55014508	55015007	-	LYPLA1	hg19
chr8	55047301	55047800	+	MRPL15	hg19
chr8	55369995	55370494	+	SOX17	hg19
chr8	55528156	55528655	+	RP1	hg19
chr8	56014088	56014587	+	XKR4	hg19
chr8	56685938	56686437	-	TMEM68	hg19
chr8	56685505	56686004	+	TGS1	hg19
chr8	56791894	56792393	+	LYN	hg19
chr8	56987066	56987565	-	RPS20	hg19
chr8	57026542	57027041	-	MOS	hg19
chr8	57123833	57124332	-	PLAG1	hg19
chr8	57123848	57124347	+	CHCHD7	hg19
chr8	57232735	57233234	-	SDR16C5	hg19
chr8	57359201	57359700	-	PENK	hg19
chr8	57906427	57906926	-	BPNT2	hg19
chr8	58906582	58907081	+	FAM110B	hg19
chr8	59323420	59323919	+	UBXN2B	hg19
chr8	59412723	59413222	-	CYP7A1	hg19
chr8	59465320	59465819	+	SDCBP	hg19
chr8	59572413	59572912	-	NSMAF	hg19
chr8	60031707	60032206	-	TOX	hg19
chr8	61193960	61194459	-	CA8	hg19
chr8	61429046	61429545	+	RAB2A	hg19
chr8	61590799	61591298	+	CHD7	hg19
chr8	62200029	62200528	+	CLVS1	hg19
chr8	62627152	62627651	-	ASPH	hg19
chr8	63160913	63161412	+	NKAIN3	hg19
chr8	63951366	63951865	-	GGH	hg19
chr8	63998613	63999112	-	TTPA	hg19
chr8	64080680	64081179	+	YTHDF3	hg19
chr8	65492422	65492921	+	BHLHE22	hg19
chr8	65711295	65711794	-	CYP7B1	hg19
chr8	66546413	66546912	-	ARMC1	hg19
chr8	66556469	66556968	+	MTFR1	hg19
chr8	66754300	66754799	-	PDE7A	hg19
chr8	66933288	66933787	+	DNAJC5B	hg19
chr8	67038864	67039363	+	TRIM55	hg19
chr8	67090700	67091199	-	CRH	hg19
chr8	67340749	67341248	+	RRS1	hg19
chr8	67344239	67344738	+	ADHFE1	hg19
chr8	67405301	67405800	+	VXN	hg19
chr8	67525454	67525953	-	MYBL1	hg19
chr8	67579467	67579966	-	VCPIP1	hg19
chr8	67624516	67625015	+	SGK3	hg19
chr8	67782506	67783005	+	MCMDC2	hg19
chr8	67874827	67875326	-	TCF24	hg19
chr8	67940790	67941289	-	PPP1R42	hg19
chr8	67974369	67974868	-	COPS5	hg19
chr8	67976127	67976626	+	CSPP1	hg19
chr8	68256017	68256516	-	ARFGEF1	hg19
chr8	68658596	68659095	-	CPA6	hg19
chr8	68863781	68864280	+	PREX2	hg19
chr8	69242690	69243189	+	C8orf34	hg19
chr8	70404582	70405081	+	SULF1	hg19
chr8	70747214	70747713	-	SLCO5A1	hg19
chr8	70983488	70983987	-	PRDM14	hg19
chr8	71316044	71316543	-	NCOA2	hg19
chr8	71520652	71521151	-	TRAM1	hg19
chr8	71581421	71581920	-	LACTB2	hg19
chr8	71581074	71581573	+	XKR9	hg19
chr8	72274305	72274804	-	EYA1	hg19
chr8	72756648	72757147	-	MSC	hg19
chr8	72987820	72988319	-	TRPA1	hg19
chr8	73448960	73449459	+	KCNB2	hg19
chr8	73920599	73921098	+	TERF1	hg19
chr8	74005408	74005907	-	SBSPON	hg19
chr8	74171766	74172265	-	C8orf89	hg19
chr8	74205869	74206368	-	RPL7	hg19
chr8	74206337	74206836	+	RDH10	hg19
chr8	74659076	74659575	-	STAU2	hg19
chr8	74791098	74791597	-	UBE2W	hg19
chr8	74884427	74884926	-	ELOC	hg19
chr8	74887930	74888429	+	TMEM70	hg19
chr8	74903127	74903626	+	LY96	hg19
chr8	75233776	75234275	-	JPH1	hg19
chr8	75262138	75262637	+	GDAP1	hg19
chr8	75736269	75736768	+	PI15	hg19
chr8	75896240	75896739	+	CRISPLD1	hg19
chr8	76451604	76452103	+	HNF4G	hg19
chr8	77592982	77593481	+	ZFHX4	hg19
chr8	77912315	77912814	-	PEX2	hg19
chr8	79428075	79428574	+	PKIA	hg19
chr8	79577824	79578323	+	ZC2HC1A	hg19
chr8	79717699	79718198	-	IL7	hg19
chr8	80522852	80523351	+	STMN2	hg19
chr8	80680003	80680502	-	HEY1	hg19
chr8	80942495	80942994	-	MRPS28	hg19
chr8	81083800	81084299	-	TPD52	hg19
chr8	81397961	81398460	+	ZBTB10	hg19
chr8	81787017	81787516	-	ZNF704	hg19
chr8	82024304	82024803	-	PAG1	hg19
chr8	82192271	82192770	+	FABP5	hg19
chr8	82359675	82360174	-	PMP2	hg19
chr8	82373815	82374314	-	FABP9	hg19
chr8	82395469	82395968	-	FABP4	hg19
chr8	82446178	82446677	-	FABP12	hg19
chr8	82598561	82599060	-	IMPA1	hg19
chr8	82607294	82607793	-	SLC10A5	hg19
chr8	82633536	82634035	-	ZFAND1	hg19
chr8	82644183	82644682	+	CHMP4C	hg19
chr8	82754421	82754920	-	SNX16	hg19
chr8	85095009	85095508	+	RALYL	hg19
chr8	86018973	86019472	+	LRRCC1	hg19
chr8	86088889	86089388	+	E2F5	hg19
chr8	86132604	86133103	-	RBIS	hg19
chr8	86157187	86157686	+	CA13	hg19
chr8	86290343	86290842	-	CA1	hg19
chr8	86350588	86351087	+	CA3	hg19
chr8	86375736	86376235	+	CA2	hg19
chr8	87081898	87082397	-	PSKH2	hg19
chr8	87110639	87111138	+	ATP6V0D2	hg19
chr8	87242611	87243110	-	SLC7A13	hg19
chr8	87354276	87354775	+	WWP1	hg19
chr8	87520916	87521415	-	RMDN1	hg19
chr8	87526164	87526663	+	CPNE3	hg19
chr8	87755863	87756362	-	CNGB3	hg19
chr8	87878143	87878642	+	CNBD1	hg19
chr8	88886244	88886743	-	DCAF4L2	hg19
chr8	89339713	89340212	-	MMP16	hg19
chr8	90769544	90770043	+	RIPK2	hg19
chr8	90914298	90914797	+	OSGIN2	hg19
chr8	90996896	90997395	-	NBN	hg19
chr8	91013205	91013704	+	DECR1	hg19
chr8	91095108	91095607	-	CALB1	hg19
chr8	91658312	91658811	-	TMEM64	hg19
chr8	91803503	91804002	+	NECAB1	hg19
chr8	91997467	91997966	-	C8orf88	hg19
chr8	92053088	92053587	-	PIP4P2	hg19
chr8	92082072	92082571	+	OTUD6B	hg19
chr8	92114347	92114846	+	LRRC69	hg19
chr8	92261047	92261546	+	SLC26A7	hg19
chr8	93107862	93108361	-	RUNX1T1	hg19
chr8	93978373	93978872	-	TRIQK	hg19
chr8	94712278	94712777	+	CIBAR1	hg19
chr8	94753238	94753737	-	RBM12B	hg19
chr8	94766622	94767121	+	TMEM67	hg19
chr8	94928651	94929150	+	PDP1	hg19
chr8	95220784	95221283	-	CDH17	hg19
chr8	95274548	95275047	-	GEM	hg19
chr8	95487344	95487843	-	RAD54B	hg19
chr8	95449173	95449672	-	FSBP	hg19
chr8	95565698	95566197	-	VIRMA	hg19
chr8	95652902	95653401	+	ESRP1	hg19
chr8	95731628	95732127	+	DPY19L4	hg19
chr8	95835015	95835514	+	INTS8	hg19
chr8	95907430	95907929	-	CCNE2	hg19
chr8	96036717	96037216	+	NDUFAF6	hg19
chr8	95961607	95962106	-	TP53INP1	hg19
chr8	96145513	96146012	+	PLEKHF2	hg19
chr8	96281430	96281929	-	CFAP418	hg19
chr8	97173035	97173534	-	GDF6	hg19
chr8	97247774	97248273	-	UQCRB	hg19
chr8	97273839	97274338	-	MTERF3	hg19
chr8	97273630	97274129	+	PTDSS1	hg19
chr8	97505541	97506040	+	SDC2	hg19
chr8	97656970	97657469	+	CPQ	hg19
chr8	98290157	98290656	-	TSPYL5	hg19
chr8	98655912	98656411	+	MTDH	hg19
chr8	98787516	98788015	+	LAPTM4B	hg19
chr8	98880792	98881291	+	MATN2	hg19
chr8	99057774	99058273	-	RPL30	hg19
chr8	99076296	99076795	+	ERICH5	hg19
chr8	99129400	99129899	-	RIDA	hg19
chr8	99129021	99129520	+	POP1	hg19
chr8	99306464	99306963	-	NIPAL2	hg19
chr8	99438686	99439185	+	KCNS2	hg19
chr8	99837917	99838416	-	STK3	hg19
chr8	99956170	99956669	+	OSR2	hg19
chr8	100025002	100025501	+	VPS13B	hg19
chr8	100905936	100906435	-	COX6C	hg19
chr8	101118278	101118777	-	RGS22	hg19
chr8	101158046	101158545	-	FBXO43	hg19
chr8	101162364	101162863	+	POLR2K	hg19
chr8	101170315	101170814	+	SPAG1	hg19
chr8	101322182	101322681	-	RNF19A	hg19
chr8	101571988	101572487	-	ANKRD46	hg19
chr8	101661894	101662393	-	SNX31	hg19
chr8	101734317	101734816	-	PABPC1	hg19
chr8	101964249	101964748	-	YWHAZ	hg19
chr8	102217902	102218401	-	ZNF706	hg19
chr8	102504167	102504666	+	GRHL2	hg19
chr8	102803198	102803697	-	NCALD	hg19
chr8	103251190	103251689	-	RRM2B	hg19
chr8	103424929	103425428	-	UBR5	hg19
chr8	103563317	103563816	+	ODF1	hg19
chr8	103667954	103668453	-	KLF10	hg19
chr8	103876392	103876891	-	AZIN1	hg19
chr8	104032811	104033310	+	ATP6V1C1	hg19
chr8	104152453	104152952	+	BAALC	hg19
