seqnames	start	end	strand	gene
chr19	4678794	4679293	+	DPP9-AS1
chr19	4791228	4791727	+	FEM1A
chr19	4831755	4832254	-	TICAM1
chr19	4902880	4903379	-	ARRDC5
chr19	4909879	4910378	+	UHRF1
chr19	5454926	5455425	+	ZNRF4
chr19	5622939	5623438	-	SAFB2
chr19	5680908	5681407	-	C19orf70
chr19	5680276	5680775	+	HSD11B1L
chr19	5689846	5690345	+	RPL36
chr19	5720270	5720769	-	LONP1
chr19	5784777	5785276	-	PRR22
chr19	5791250	5791749	-	DUS3L
chr19	5823313	5823812	+	NRTN
chr19	5839743	5840242	-	FUT6
chr19	5851486	5851985	-	FUT3
chr19	5870552	5871051	-	FUT5
chr19	5904352	5904851	+	VMAC
chr19	5913155	5913654	+	CAPS
chr19	5978321	5978820	-	RANBP3
chr19	6279960	6280459	-	MLLT1
chr19	6333641	6334140	-	ACER1
chr19	6360963	6361462	+	CLPP
chr19	6371944	6372443	+	ALKBH7
chr19	6375928	6376427	-	PSPN
chr19	6393292	6393791	-	GTF2F1
chr19	6395870	6396369	+	LOC390877
chr19	6433791	6434290	-	SLC25A41
chr19	6459782	6460281	-	SLC25A23
chr19	6463749	6464248	+	CRB3
chr19	6481820	6482319	-	DENND1C
chr19	6502860	6503359	-	TUBB4A
chr19	6530510	6531009	+	TNFSF9
chr19	6591164	6591663	-	CD70
chr19	6670600	6671099	-	TNFSF14
chr19	6737634	6738133	-	GPR108
chr19	6739193	6739692	+	TRIP10
chr19	6767524	6768023	-	SH2D3A
chr19	6887060	6887559	+	ADGRE1
chr19	7030094	7030593	+	MBD3L5
chr19	7040185	7040684	-	MBD3L4
chr19	7048851	7049350	+	MBD3L2
chr19	7058646	7059145	-	MBD3L3
chr19	7504074	7504573	+	ARHGEF18
chr19	7553925	7554424	-	PEX11G
chr19	7561945	7562444	+	C19orf45
chr19	7580504	7581003	+	ZNF358
chr19	7586996	7587495	+	MCOLN1
chr19	7660288	7660787	+	CAMSAP3
chr19	7694440	7694939	-	XAB2
chr19	7694171	7694670	+	PET100
chr19	7698635	7699134	-	PCP2
chr19	7701487	7701986	+	STXBP2
chr19	7733472	7733971	+	RETN
chr19	7741443	7741942	+	MCEMP1
chr19	7745207	7745706	+	TRAPPC5
chr19	7767033	7767532	-	FCER2
chr19	7797058	7797557	-	CLEC4G
chr19	7812465	7812964	-	CD209
chr19	7827535	7828034	+	CLEC4M
chr19	7910886	7911385	+	EVI5L
chr19	7939327	7939826	-	PRR36
chr19	7952890	7953389	+	LRRC8E
chr19	7968165	7968664	+	MAP2K7
chr19	7980532	7981031	+	TGFBR3L
chr19	7984694	7985193	+	SNAPC2
chr19	7991052	7991551	-	CTXN1
chr19	8070530	8071029	-	ELAVL1
chr19	8213754	8214253	-	FBN3
chr19	8273717	8274216	+	CERS4
chr19	8373241	8373740	-	CD320
chr19	8386298	8386797	-	NDUFA7
chr19	8385884	8386383	+	RPS28
chr19	8428511	8429010	+	ANGPTL4
chr19	8454705	8455204	+	RAB11B
chr19	8477687	8478186	+	MARCH2
chr19	8567539	8568038	-	PRAM1
chr19	8579049	8579548	-	ZNF414
chr19	8642332	8642831	-	MYO1F
chr19	8809181	8809680	-	ACTL9
chr19	8840816	8841315	+	OR2Z1
chr19	8942981	8943480	-	ZNF558
chr19	8952769	8953268	+	MBD3L1
chr19	9203421	9203920	+	OR1M1
chr19	9213983	9214482	-	OR7G2
chr19	9226440	9226939	-	OR7G1
chr19	9237627	9238126	-	OR7G3
chr19	9250556	9251055	+	ZNF317
chr19	9295770	9296269	+	OR7D2
chr19	9325548	9326047	-	OR7D4
chr19	9361220	9361719	+	OR7E24
chr19	9420391	9420890	-	ZNF699
chr19	9546255	9546754	-	ZNF266
chr19	9609280	9609779	-	ZNF560
chr19	9649322	9649821	-	ZNF426
chr19	9731917	9732416	-	ZNF561
chr19	9785777	9786276	-	ZNF562
chr19	9879411	9879910	-	ZNF846
chr19	9929780	9930279	-	FBXL12
chr19	9938068	9938567	+	UBL5
chr19	9945383	9945882	+	PIN1
chr19	10024382	10024881	-	OLFM2
chr19	10123425	10123924	+	RDH8
chr19	10196295	10196794	+	C19orf66
chr19	10213334	10213833	-	ANGPTL6
chr19	10230601	10231100	-	EIF3G
chr19	10305812	10306311	-	DNMT1
chr19	10341949	10342448	-	S1PR2
chr19	10362140	10362639	+	MRPL4
chr19	10381017	10381516	+	ICAM1
chr19	10397143	10397642	+	ICAM4
chr19	10400155	10400654	+	ICAM5
chr19	10420234	10420733	-	ZGLP1
chr19	10426692	10427191	-	FDX1L
chr19	10444315	10444814	-	RAVER1
chr19	10450511	10451010	-	ICAM3
chr19	10514272	10514771	-	CDC37
chr19	10530833	10531332	+	PDE4A
chr19	10613482	10613981	-	KEAP1
chr19	10628127	10628626	-	S1PR5
chr19	10654070	10654569	+	ATG4D
chr19	10676703	10677202	-	KRI1
chr19	10679632	10680131	-	CDKN2D
chr19	10697992	10698491	-	AP1M2
chr19	10764437	10764936	+	ILF3
chr19	10811612	10812111	+	QTRT1
chr19	10946984	10947483	-	TMED1
chr19	10958606	10959105	+	C19orf38
chr19	11039344	11039843	-	YIPF2
chr19	11038924	11039423	+	TIMM29
chr19	11199538	11200037	+	LDLR
chr19	11266489	11266988	-	SPC24
chr19	11305267	11305766	-	KANK2
chr19	11373169	11373668	-	DOCK6
chr19	11349795	11350294	+	ANGPTL8
chr19	11406315	11406814	+	TSPAN16
chr19	11450345	11450844	-	RAB3D
chr19	11456982	11457481	-	TMEM205
chr19	11456681	11457180	+	CCDC159
chr19	11465562	11466061	+	PLPPR2
chr19	11484883	11485382	+	SWSAP1
chr19	11495019	11495518	-	EPOR
chr19	11530019	11530518	-	RGL3
chr19	11545578	11546077	+	PRKCSH
chr19	11591804	11592303	-	ELAVL3
chr19	11616739	11617238	-	ZNF653
chr19	11639988	11640487	-	ECSIT
chr19	11649032	11649531	+	CNN1
chr19	11688557	11689056	-	ACP5
chr19	11707735	11708234	+	ZNF627
chr19	11849825	11850324	-	ZNF823
chr19	11877315	11877814	+	ZNF441
chr19	11908891	11909390	+	ZNF491
chr19	11976344	11976843	+	ZNF439
chr19	11998099	11998598	+	ZNF69
chr19	12075369	12075868	+	ZNF763
chr19	12146557	12147056	-	ZNF433
chr19	12163783	12164282	-	ZNF878
chr19	12175014	12175513	+	ZNF844
chr19	12202578	12203077	+	ZNF788
chr19	12251223	12251722	-	ZNF20
chr19	12267547	12268046	-	ZNF625
chr19	12273362	12273861	+	ZNF136
chr19	12405715	12406214	-	ZNF44
chr19	12444535	12445034	-	ZNF563
chr19	12476476	12476975	-	ZNF442
chr19	12512089	12512588	-	ZNF799
chr19	12551927	12552426	-	ZNF443
chr19	12662357	12662856	-	ZNF564
chr19	12721232	12721731	+	ZNF791
chr19	12777592	12778091	-	MAN2B1
chr19	12780466	12780965	-	WDR83OS
chr19	12780017	12780516	+	WDR83
chr19	12792702	12793201	-	DHPS
chr19	12798312	12798811	+	LOC105372280
chr19	12807456	12807955	-	FBXW9
chr19	12833463	12833962	-	TNPO2
chr19	12847773	12848272	+	ASNA1
chr19	12862907	12863406	+	BEST2
chr19	12886435	12886934	-	HOOK2
chr19	12901810	12902309	+	JUNB
chr19	12912725	12913224	-	PRDX2
chr19	12916928	12917427	+	RNASEH2A
chr19	12946243	12946742	-	RTBDN
chr19	12992336	12992835	-	DNASE2
chr19	12998018	12998517	-	KLF1
chr19	13001443	13001942	+	GCDH
chr19	13030087	13030586	-	SYCE2
chr19	13044559	13045058	-	FARSA
chr19	13048914	13049413	+	CALR
chr19	13056128	13056627	+	RAD23A
chr19	13068069	13068568	-	GADD45GIP1
chr19	13079932	13080431	+	DAND5
chr19	13134895	13135394	+	NFIX
chr19	13213975	13214474	-	LYL1
chr19	13227464	13227963	-	TRMT1
chr19	13261189	13261688	-	STX10
chr19	13260782	13261281	+	IER2
chr19	13858177	13858676	+	CCDC130
chr19	13874828	13875327	+	MRI1
chr19	13884757	13885256	+	C19orf53
chr19	13905774	13906273	+	ZSWIM4
chr19	13987563	13988062	+	NANOS3
chr19	14016979	14017478	-	C19orf57
chr19	14049290	14049789	-	PODNL1
chr19	14062786	14063285	+	DCAF15
chr19	14117135	14117634	-	RFX1
chr19	14138460	14138959	+	RLN3
chr19	14169972	14170471	-	PALM3
chr19	14183321	14183820	+	MISP3
chr19	14196608	14197107	-	C19orf67
chr19	14201388	14201887	-	SAMD1
chr19	14219203	14219702	-	PRKACA
chr19	14247441	14247940	-	ASF1B
chr19	14491456	14491955	+	ADGRE5
chr19	14530196	14530695	-	DDX39A
chr19	14550586	14551085	+	PKN1
chr19	14586175	14586674	-	PTGER1
chr19	14606962	14607461	-	GIPC1
chr19	14629372	14629871	-	DNAJB1
chr19	14639872	14640371	+	TECR
chr19	14693396	14693895	+	CLEC17A
chr19	14785731	14786230	-	ADGRE3
chr19	14889354	14889853	-	ADGRE2
chr19	14910949	14911448	-	OR7C1
chr19	14939277	14939776	-	OR7A5
chr19	14952690	14953189	-	OR7A10
chr19	14992168	14992667	-	OR7A17
chr19	15051801	15052300	+	OR7C2
chr19	15121039	15121538	+	CCDC105
chr19	15159791	15160290	+	CASP14
chr19	15197377	15197876	+	OR1I1
chr19	15217675	15218174	+	SYDE1
chr19	15236611	15237110	-	ILVBL
chr19	15311793	15312292	-	NOTCH3
chr19	15343232	15343731	-	EPHX3
chr19	15391263	15391762	-	BRD4
chr19	15529933	15530432	-	AKAP8L
chr19	15543346	15543845	-	WIZ
chr19	15575393	15575892	-	RASAL3
chr19	15590316	15590815	-	PGLYRP2
chr19	15618836	15619335	+	CYP4F22
chr19	15783328	15783827	+	CYP4F12
chr19	15838334	15838833	+	OR10H2
chr19	15851703	15852202	+	OR10H3
chr19	15904359	15904858	+	OR10H5
chr19	15918937	15919436	-	OR10H1
chr19	15975715	15976214	-	LINC01835
chr19	16045677	16046176	-	CYP4F11
chr19	16059318	16059817	+	OR10H4
chr19	16177817	16178316	+	TPM4
chr19	16221990	16222489	+	RAB8A
chr19	16284337	16284836	-	CIB3
chr19	16295712	16296211	+	FAM32A
chr19	16308165	16308664	+	AP1M1
chr19	16435137	16435636	+	KLF2
chr19	16607004	16607503	-	CALR3
chr19	16606622	16607121	+	C19orf44
chr19	16683194	16683693	-	SLC35E1
chr19	16739016	16739515	-	MED26
chr19	16770969	16771468	-	SMIM7
chr19	16939698	16940197	+	SIN3B
chr19	16999171	16999670	+	F2RL3
chr19	17325655	17326154	+	USE1
chr19	17336513	17337012	+	OCEL1
chr19	17356152	17356651	-	NR2F6
chr19	17375545	17376044	-	USHBP1
chr19	17377685	17378184	+	BABAM1
chr19	17391954	17392453	+	ANKLE1
chr19	17414283	17414782	-	ABHD8
chr19	17415977	17416476	+	MRPL34
chr19	17445639	17446138	-	ANO8
chr19	17447826	17448325	+	GTPBP3
chr19	17488159	17488658	-	PLVAP
chr19	17516458	17516957	-	BST2
chr19	17530156	17530655	+	MVB12A
chr19	17559377	17559876	-	TMEM221
chr19	17571726	17572225	-	NXNL1
chr19	17580753	17581252	+	SLC27A1
chr19	17621932	17622431	+	PGLS
chr19	17633610	17634109	+	FAM129C
chr19	17665903	17666402	+	COLGALT1
chr19	17799009	17799508	-	UNC13A
chr19	17829761	17830260	+	MAP1S
chr19	17858027	17858526	+	FCHO1
chr19	17905419	17905918	+	B3GNT3
chr19	17932384	17932883	-	INSL3
chr19	17970187	17970686	+	RPL18A
chr19	17982282	17982781	+	SLC5A5
chr19	18045405	18045904	+	CCDC124
chr19	18118477	18118976	+	ARRDC2
chr19	18209627	18210126	-	IL12RB1
chr19	18263488	18263987	+	PIK3R2
chr19	18284090	18284589	+	IFI30
chr19	18303540	18304039	+	MPV17L2
chr19	18314875	18315374	-	RAB3A
chr19	18345190	18345689	-	PDE4C
chr19	18385320	18385819	-	KIAA1683
chr19	18392467	18392966	-	JUND
chr19	18434002	18434501	-	LSM4
chr19	18496270	18496769	+	GDF15
chr19	18508416	18508915	-	LRRC25
chr19	18529646	18530145	+	SSBP4
chr19	18549112	18549611	-	ISYNA1
chr19	18654407	18654906	-	FKBP8
chr19	18668072	18668571	+	KXD1
chr19	18683150	18683649	+	UBA52
chr19	18698995	18699494	+	C19orf60
chr19	18717661	18718160	-	CRLF1
chr19	18723182	18723681	+	TMEM59L
chr19	18747275	18747774	+	KLHL26
chr19	18902115	18902614	-	COMP
chr19	18942244	18942743	+	UPF1
chr19	19030213	19030712	-	COPE
chr19	19029984	19030483	+	DDX49
chr19	19051114	19051613	-	HOMER3
chr19	19143887	19144386	+	ARMC6
chr19	19174303	19174802	+	SLC25A42
chr19	19249311	19249810	-	TMEM161A
chr19	19303401	19303900	-	BORCS8
chr19	19302508	19303007	+	RFXANK
chr19	19314239	19314738	-	NR2C2AP
chr19	19322282	19322781	+	NCAN
chr19	19373597	19374096	-	HAPLN4
chr19	19384075	19384574	-	TM6SF2
chr19	19431130	19431629	+	MAU2
chr19	19575649	19576148	+	GATAD2A
chr19	19626470	19626969	-	TSSK6
chr19	19626519	19627018	+	NDUFA13
chr19	19639170	19639669	+	YJEFN3
chr19	19648574	19649073	+	CILP2
chr19	19729726	19730225	-	PBX4
chr19	19739040	19739539	-	LPAR2
chr19	19754477	19754976	-	GMIP
chr19	19774504	19775003	-	ATP13A1
chr19	19843922	19844421	-	ZNF14
chr19	19976214	19976713	+	ZNF253
chr19	20011222	20011721	+	ZNF93
chr19	20150278	20150777	-	ZNF682
chr19	20188303	20188802	+	ZNF90
chr19	20277523	20278022	+	ZNF486
chr19	20748627	20749126	-	ZNF737
chr19	21105559	21106058	+	ZNF85
chr19	21264453	21264952	+	ZNF714
chr19	21579421	21579920	+	ZNF493
chr19	21687854	21688353	+	ZNF429
chr19	21950431	21950930	-	ZNF100
chr19	22234750	22235249	+	ZNF257
chr19	22379754	22380253	-	ZNF676
chr19	22468752	22469251	+	ZNF729
chr19	22605149	22605648	-	ZNF98
chr19	22816626	22817125	+	ZNF492
chr19	23186011	23186510	-	ZNF728
chr19	23299277	23299776	+	ZNF730
chr19	23578363	23578862	-	ZNF91
chr19	23941694	23942193	-	ZNF681
chr19	24097184	24097683	+	ZNF726
chr19	24269462	24269961	+	ZNF254
chr19	29704137	29704636	-	UQCRFS1
chr19	30016991	30017490	+	VSTM2B
chr19	30096670	30097169	+	POP4
chr19	30155827	30156326	+	PLEKHF1
chr19	30205964	30206463	-	C19orf12
chr19	30302401	30302900	+	CCNE1
chr19	30432646	30433145	+	URI1
chr19	31840432	31840931	-	TSHZ3
chr19	32082687	32083186	+	THEG5
chr19	32836014	32836513	+	ZNF507
chr19	33071594	33072093	+	PDCD5
chr19	33165813	33166312	+	RGS9BP
chr19	33182367	33182866	+	NUDT19
chr19	33210179	33210678	+	TDRD12
chr19	33360684	33361183	-	SLC7A9
chr19	33462623	33463122	+	FAAP24
chr19	33571286	33571785	+	GPATCH1
chr19	33622498	33622997	+	WDR88
chr19	33685099	33685598	+	LRP3
chr19	33716757	33717256	-	SLC7A10
chr19	33793471	33793970	-	CEBPA
chr19	33864930	33865429	+	CEBPG
chr19	34287251	34287750	+	KCTD15
chr19	34744956	34745455	+	KIAA0355
chr19	34894803	34895302	+	PDCD2L
chr19	34918768	34919267	+	UBA2
chr19	34972380	34972879	+	WTIP
chr19	35085491	35085990	-	SCGB2B2
chr19	35168044	35168543	+	ZNF302
chr19	35224980	35225479	+	ZNF181
chr19	35417307	35417806	+	ZNF30
chr19	35454954	35455453	-	ZNF792
chr19	35485188	35485687	+	GRAMD1A
chr19	35521092	35521591	+	SCN1B
chr19	35530910	35531409	+	HPN
chr19	35606232	35606731	+	FXYD3
chr19	35626179	35626678	-	LGI4
chr19	35630038	35630537	+	FXYD1
chr19	35633654	35634153	+	FXYD7
chr19	35719629	35720128	-	FAM187B
chr19	35739059	35739558	+	LSR
chr19	35759381	35759880	+	USF2
chr19	35772749	35773248	+	HAMP
chr19	35782489	35782988	+	MAG
chr19	35819572	35820071	+	CD22
chr19	35841945	35842444	+	FFAR1
chr19	35848988	35849487	+	FFAR3
chr19	35940117	35940616	+	FFAR2
chr19	35981434	35981933	-	KRTDAP
chr19	36004561	36005060	-	DMKN
chr19	36019254	36019753	-	SBSN
chr19	36023814	36024313	+	GAPDHS
chr19	36036002	36036501	+	TMEM147
chr19	36103146	36103645	+	HAUS5
chr19	36119418	36119917	+	RBM42
chr19	36132139	36132638	+	ETV2
chr19	36138625	36139124	+	COX6B1
chr19	36156918	36157417	+	UPK1A
chr19	36194889	36195388	+	ZBTB32
chr19	36208421	36208920	+	KMT2B
chr19	36233352	36233851	-	IGFLR1
chr19	36236344	36236843	-	U2AF1L4
chr19	36235978	36236477	+	PSENEN
chr19	36238762	36239261	+	LIN37
chr19	36247931	36248430	-	HSPB6
chr19	36248544	36249043	+	PROSER3
chr19	36265917	36266416	+	ARHGAP33
chr19	36304202	36304701	-	PRODH2
chr19	36342896	36343395	-	NPHS1
chr19	36347310	36347809	+	KIRREL2
chr19	36358847	36359346	+	APLP1
chr19	36390640	36391139	-	NFKBID
chr19	36392882	36393381	+	HCST
chr19	36399212	36399711	-	TYROBP
chr19	36427522	36428021	+	LRFN3
chr19	36485590	36486089	+	SDHAF1
chr19	36499696	36500195	-	SYNE4
chr19	36505142	36505641	-	ALKBH6
chr19	36504901	36505400	+	LOC101927572
chr19	36523574	36524073	-	CLIP3
chr19	36545665	36546164	-	THAP8
chr19	36601605	36602104	+	OVOL3
chr19	36606207	36606706	-	POLR2I
chr19	36605388	36605887	+	TBCB
chr19	36630529	36631028	+	CAPNS1
chr19	36643772	36644271	-	COX7A1
chr19	36705004	36705503	+	ZNF146
chr19	36909577	36910076	-	ZFP82
chr19	37019249	37019748	-	ZNF260
chr19	37064198	37064697	-	ZNF529
chr19	37095707	37096206	+	ZNF382
chr19	37157756	37158255	-	ZNF461
chr19	37178014	37178513	+	ZNF567
chr19	37263717	37264216	-	ZNF850
chr19	37263520	37264019	+	LOC728485
chr19	37328930	37329429	-	ZNF790
chr19	37406924	37407423	-	ZNF829
chr19	37406731	37407230	+	ZNF568
chr19	37663644	37664143	-	ZNF585A
chr19	37701452	37701951	-	ZNF585B
chr19	37716866	37717365	+	ZNF383
chr19	37825026	37825525	+	HKR1
chr19	37958340	37958839	-	ZNF569
chr19	37958174	37958673	+	ZNF570
chr19	38085648	38086147	-	ZNF571
chr19	38085231	38085730	+	ZNF540
chr19	38183217	38183716	-	ZNF781
chr19	38210692	38211191	-	ZNF607
chr19	38270231	38270730	-	ZNF573
chr19	38397347	38397846	-	WDR87
chr19	38714891	38715390	-	DPF1
chr19	38747232	38747731	-	PPP1R14A
chr19	38754598	38755097	+	SPINT2
chr19	38794301	38794800	+	C19orf33
chr19	38809984	38810483	+	KCNK6
chr19	38825943	38826442	+	CATSPERG
chr19	38864690	38865189	+	PSMD8
chr19	38878669	38879168	-	GGN
chr19	38880340	38880839	+	SPRED3
chr19	38893275	38893774	+	FAM98C
chr19	38916946	38917445	-	RASGRP4
chr19	39108676	39109175	-	MAP4K1
chr19	39109214	39109713	+	EIF3K
chr19	39235115	39235614	-	CAPN12
chr19	39264158	39264657	-	LGALS7
chr19	39279350	39279849	+	LGALS7B
chr19	39303741	39304240	-	LGALS4
chr19	39340618	39341117	-	HNRNPL
chr19	39368920	39369419	-	RINL
chr19	39390464	39390963	-	SIRT2
chr19	39390070	39390569	+	NFKBIB
chr19	39402799	39403298	-	CCER2
chr19	39421537	39422036	-	SARS2
chr19	39421094	39421593	+	MRPS12
chr19	39443328	39443827	-	FBXO17
chr19	39523237	39523736	-	FBXO27
chr19	39615920	39616419	+	PAK4
chr19	39687104	39687603	+	NCCRP1
chr19	39694907	39695406	-	SYCN
chr19	39735718	39736217	-	IFNL3
chr19	39758657	39759156	+	IFNL2
chr19	39786465	39786964	+	IFNL1
chr19	39805977	39806476	-	LRFN1
chr19	39826727	39827226	-	GMFG
chr19	39881836	39882335	-	PAF1
chr19	39881443	39881942	+	MED29
chr19	39896987	39897486	+	ZFP36
chr19	39903250	39903749	+	PLEKHG2
chr19	39926661	39927160	-	RPS16
chr19	39935788	39936287	+	SUPT5H
chr19	39989057	39989556	+	DLL3
chr19	40005253	40005752	+	SELENOV
chr19	40023508	40024007	-	EID2B
chr19	40030839	40031338	-	EID2
chr19	40092669	40093168	+	LGALS13
chr19	40146034	40146533	+	LGALS16
chr19	40194446	40194945	+	LGALS14
chr19	40228670	40229169	-	CLC
chr19	40266734	40267233	+	LEUTX
chr19	40324874	40325373	-	DYRK1B
chr19	40337055	40337554	-	FBL
chr19	40476412	40476911	+	PSMC4
chr19	40502443	40502942	+	ZNF546
chr19	40562116	40562615	-	ZNF780B
chr19	40596846	40597345	-	ZNF780A
chr19	40697151	40697650	+	MAP3K10
chr19	40724307	40724806	-	TTC9B
chr19	40732598	40733097	-	CNTD2
chr19	40854435	40854934	-	C19orf47
chr19	40865049	40865548	+	PLD3
chr19	40919272	40919771	-	PRX
chr19	40931933	40932432	-	SERTAD1
chr19	40948506	40949005	-	SERTAD3
chr19	40971726	40972225	-	BLVRB
chr19	41082257	41082756	+	SHKBP1
chr19	41102641	41103140	+	LTBP4
chr19	41196564	41197063	-	NUMBL
chr19	41222791	41223290	-	COQ8B
chr19	41222508	41223007	+	ITPKC
chr19	41255829	41256328	-	C19orf54
chr19	41256259	41256758	+	SNRPA
chr19	41280782	41281281	+	MIA
chr19	41304834	41305333	+	EGLN2
chr19	41356353	41356852	-	CYP2A6
chr19	41388658	41389157	-	CYP2A7
chr19	41496704	41497203	+	CYP2B6
chr19	41593856	41594355	+	CYP2A13
chr19	41619837	41620336	+	CYP2F1
chr19	41698612	41699111	+	CYP2S1
chr19	41724604	41725103	+	AXL
chr19	41815568	41816067	+	CCDC97
chr19	41859789	41860288	-	TGFB1
chr19	41870079	41870578	-	B9D2
chr19	41881938	41882437	+	TMEM91
chr19	41903257	41903756	-	EXOSC5
chr19	41903194	41903693	+	BCKDHA
chr19	41934636	41935135	-	B3GNT8
chr19	41948563	41949062	+	ERICH4
chr19	42082031	42082530	+	CEACAM21
chr19	42133443	42133942	-	CEACAM4
chr19	42192207	42192706	-	CEACAM7
chr19	42212004	42212503	+	CEACAM5
chr19	42258928	42259427	+	CEACAM6
chr19	42300022	42300521	+	CEACAM3
chr19	42348737	42349236	-	LYPD4
chr19	42348586	42349085	+	DMRTC2
chr19	42363488	42363987	+	RPS19
chr19	42380690	42381189	+	CD79A
chr19	42387946	42388445	+	ARHGEF1
chr19	42463529	42464028	-	RABAC1
chr19	42498429	42498928	-	ATP1A3
chr19	42569968	42570467	-	GRIK5
chr19	42572129	42572628	+	ZNF574
chr19	42721945	42722444	-	DEDD2
chr19	42746737	42747236	-	GSK3A
chr19	42759317	42759816	-	ERF
chr19	42772189	42772688	+	CIC
chr19	42806797	42807296	-	PAFAH1B3
chr19	42805784	42806283	+	PRR19
chr19	42816977	42817476	+	TMEM145
chr19	42894445	42894944	-	CNFN
chr19	42931579	42932078	-	LIPE
chr19	42947201	42947700	-	CXCL17
chr19	43032662	43033161	-	CEACAM1
chr19	43099083	43099582	-	CEACAM8
chr19	43244669	43245168	-	PSG3
chr19	43269832	43270331	-	PSG8
chr19	43383820	43384319	-	PSG1
chr19	43422077	43422576	-	PSG6
chr19	43441331	43441830	-	PSG7
chr19	43586894	43587393	-	PSG2
chr19	43690689	43691188	-	PSG5
chr19	43709927	43710426	-	PSG4
chr19	43773716	43774215	-	PSG9
chr19	43857311	43857810	+	CD177
chr19	43969832	43970331	-	LYPD3
chr19	44008986	44009485	-	PHLDB3
chr19	44031409	44031908	-	ETHE1
chr19	44079731	44080230	-	XRCC1
chr19	44080452	44080951	+	PINLYP
chr19	44100288	44100787	-	IRGQ
chr19	44100238	44100737	+	ZNF576
chr19	44124015	44124514	-	ZNF428
chr19	44115753	44116252	+	SRRM5
chr19	44143992	44144491	-	CADM4
chr19	44219714	44220213	+	IRGC
chr19	44259189	44259688	-	SMG9
chr19	44285410	44285909	-	KCNN4
chr19	44330973	44331472	+	ZNF283
chr19	44388117	44388616	-	ZNF404
chr19	44454897	44455396	+	ZNF221
chr19	44487822	44488321	+	ZNF155
chr19	44506577	44507076	+	ZNF230
chr19	44528994	44529493	+	ZNF222
chr19	44575797	44576296	+	ZNF284
chr19	44597982	44598481	+	ZNF224
chr19	44617015	44617514	+	ZNF225
chr19	44645210	44645709	+	ZNF234
chr19	44668817	44669316	+	ZNF226
chr19	44716181	44716680	+	ZNF227
chr19	44763567	44764066	+	ZNF233
chr19	44809179	44809678	-	ZNF235
chr19	44860857	44861356	-	ZNF112
chr19	44905778	44906277	-	ZNF285
chr19	44952666	44953165	-	ZNF229
chr19	45004576	45005075	-	ZNF180
chr19	45033549	45034048	-	CEACAM20
chr19	45116440	45116939	+	IGSF23
chr19	45146598	45147097	+	PVR
chr19	45174224	45174723	+	CEACAM19
chr19	45201921	45202420	+	CEACAM16
chr19	45251478	45251977	+	BCL3
chr19	45280626	45281125	+	CBLC
chr19	45311816	45312315	+	BCAM
chr19	45393977	45394476	+	TOMM40
chr19	45408506	45409005	+	APOE
chr19	45417312	45417811	+	APOC1
chr19	45444995	45445494	+	APOC4
chr19	45448739	45449238	+	APOC2
chr19	45504207	45504706	+	RELB
chr19	45541798	45542297	+	CLASRP
chr19	45579847	45580346	-	ZNF296
chr19	45581953	45582452	+	GEMIN7
chr19	45663409	45663908	-	NKPD1
chr19	45681502	45682001	-	TRAPPC6A
chr19	45681503	45682002	+	BLOC1S3
chr19	45737470	45737969	-	EXOC3L2
chr19	45754016	45754515	+	MARK4
chr19	45826236	45826735	-	CKM
chr19	45843498	45843997	+	KLC3
chr19	45873846	45874345	-	ERCC2
chr19	45908313	45908812	-	PPP1R13L
chr19	45908967	45909466	+	CD3EAP
chr19	45926821	45927320	-	ERCC1
chr19	45970753	45971252	+	FOSB
chr19	46000314	46000813	-	RTN2
chr19	46001231	46001730	+	PPM1N
chr19	46010188	46010687	+	VASP
chr19	46088123	46088622	-	OPA3
chr19	46105467	46105966	-	GPR4
chr19	46171002	46171501	+	GIPR
chr19	46195575	46196074	-	SNRPD2
chr19	46195241	46195740	+	QPCTL
chr19	46218537	46219036	-	FBXO46
chr19	46236009	46236508	+	BHMG1
chr19	46285816	46286315	-	DMPK
chr19	46296061	46296560	-	DMWD
chr19	46318606	46319105	-	RSPH6A
chr19	46366549	46367048	-	SYMPK
chr19	46367018	46367517	+	FOXA3
chr19	46389429	46389928	-	IRF2BP1
chr19	46418037	46418536	-	NANOS2
chr19	46476658	46477157	-	NOVA2
chr19	46498219	46498718	+	CCDC61
chr19	46526557	46527056	-	PGLYRP1
chr19	46544275	46544774	-	IGFL4
chr19	46627932	46628431	-	IGFL3
chr19	46732509	46733008	+	IGFL1
chr19	46799803	46800302	+	HIF3A
chr19	46849751	46850250	+	PPP5C
chr19	46916920	46917419	-	CCDC8
chr19	46974821	46975320	-	PNMAL1
chr19	46999170	46999669	-	PNMAL2
chr19	47128355	47128854	-	PTGIR
chr19	47137940	47138439	-	GNG8
chr19	47164396	47164895	-	DACT3
chr19	47249721	47250220	-	STRN4
chr19	47248803	47249302	+	FKRP
chr19	47291843	47292342	-	SLC1A5
chr19	47353548	47354047	-	AP2S1
chr19	47522601	47523100	+	NPAS1
chr19	47551883	47552382	-	TMEM160
chr19	47736024	47736523	-	BBC3
chr19	47759231	47759730	+	CCDC9
chr19	47777642	47778141	+	INAFM1
chr19	47812604	47813103	+	C5AR1
chr19	47843244	47843743	+	C5AR2
chr19	47852038	47852537	+	DHX34
chr19	47922786	47923285	-	MEIS3
chr19	47987522	47988021	-	KPTN
chr19	48018516	48019015	-	NAPA
chr19	48059114	48059613	-	ZNF541
